{'codigo': '6959619938', 'nome': 'medicamento_321726', 'created_on': datetime.datetime(2021, 6, 23, 14, 29, 21, 201242, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': '4032686580', 'nome': 'medicamento_851713', 'created_on': datetime.datetime(2021, 6, 23, 15, 36, 40, 920301, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': '1220323681', 'nome': 'medicamento_866888', 'created_on': datetime.datetime(2021, 6, 23, 15, 36, 40, 998305, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': '1061083681', 'nome': 'medicamento_116389', 'created_on': datetime.datetime(2021, 6, 23, 15, 36, 41, 73310, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': '6058412859', 'nome': 'medicamento_390218', 'created_on': datetime.datetime(2021, 6, 23, 15, 36, 41, 141314, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': '9182400195', 'nome': 'medicamento_429870', 'created_on': datetime.datetime(2021, 6, 23, 15, 36, 41, 233319, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': '7764255867', 'nome': 'medicamento_347873', 'created_on': datetime.datetime(2021, 6, 23, 15, 36, 41, 321324, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': '8707206294', 'nome': 'medicamento_571564', 'created_on': datetime.datetime(2021, 6, 23, 15, 36, 41, 395328, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': '3735568260', 'nome': 'medicamento_25252', 'created_on': datetime.datetime(2021, 6, 23, 15, 36, 41, 460332, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': '4730312609', 'nome': 'medicamento_454471', 'created_on': datetime.datetime(2021, 6, 23, 15, 36, 41, 521335, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': '1662481902', 'nome': 'medicamento_436195', 'created_on': datetime.datetime(2021, 6, 23, 15, 36, 41, 633342, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': '4393527755', 'nome': 'medicamento_639127', 'created_on': datetime.datetime(2021, 6, 23, 15, 36, 41, 704346, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': '1839904843', 'nome': 'medicamento_979616', 'created_on': datetime.datetime(2021, 6, 23, 15, 36, 41, 799351, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': '464903749', 'nome': 'medicamento_15231', 'created_on': datetime.datetime(2021, 6, 23, 15, 36, 41, 902357, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': '3010372413', 'nome': 'medicamento_510637', 'created_on': datetime.datetime(2021, 6, 23, 15, 36, 41, 975361, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': '9404954963', 'nome': 'medicamento_382569', 'created_on': datetime.datetime(2021, 6, 23, 15, 36, 42, 67366, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': '4022174955', 'nome': 'medicamento_964738', 'created_on': datetime.datetime(2021, 6, 23, 15, 36, 42, 131370, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': '3722322721', 'nome': 'medicamento_925465', 'created_on': datetime.datetime(2021, 6, 23, 15, 36, 42, 199374, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': '5923288664', 'nome': 'medicamento_871233', 'created_on': datetime.datetime(2021, 6, 23, 15, 36, 42, 263378, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': '3033617793', 'nome': 'medicamento_250510', 'created_on': datetime.datetime(2021, 6, 23, 15, 36, 42, 356383, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': '9435673230', 'nome': 'medicamento_895092', 'created_on': datetime.datetime(2021, 6, 23, 15, 36, 42, 442388, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': '3428325604', 'nome': 'medicamento_102194', 'created_on': datetime.datetime(2021, 6, 23, 15, 36, 42, 525393, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': '7638849034', 'nome': 'medicamento_452787', 'created_on': datetime.datetime(2021, 6, 23, 15, 36, 42, 586396, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': '7700158828', 'nome': 'medicamento_385545', 'created_on': datetime.datetime(2021, 6, 23, 15, 36, 42, 642399, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': '3049901450', 'nome': 'medicamento_294030', 'created_on': datetime.datetime(2021, 6, 23, 15, 36, 42, 748405, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
